test_id,file,case_index,type,algorithm,expected,result,status,assertion_count,assertions,error_count,duration_ms,mismatch,factors,partition,partition_key
TC-02-REG-0170-IP,02_integer_signed_inplace.sql.gz,175,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2000,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=NO_EXPLICIT_PK, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0171-IP,02_integer_signed_inplace.sql.gz,176,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2014,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=NONE, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0172-IP,02_integer_signed_inplace.sql.gz,177,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2184,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=MULTIPLE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0173-IP,02_integer_signed_inplace.sql.gz,178,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,44,2240,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=UNIQUE, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0174-IP,02_integer_signed_inplace.sql.gz,179,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2138,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=COMPOSITE_PREFIX, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0175-IP,02_integer_signed_inplace.sql.gz,180,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2047,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=FIRST",,
TC-02-REG-0176-IP,02_integer_signed_inplace.sql.gz,181,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2191,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=LAST",,
TC-02-REG-0177-IP,02_integer_signed_inplace.sql.gz,182,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,1835,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NOT_NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0178-IP,02_integer_signed_inplace.sql.gz,183,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2129,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=CONSTANT_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0179-IP,02_integer_signed_inplace.sql.gz,184,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2023,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0180-IP,02_integer_signed_inplace.sql.gz,185,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2039,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NOT_NULL_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0181-IP,02_integer_signed_inplace.sql.gz,186,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2260,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=INVISIBLE, target_position=MIDDLE",,
TC-02-REG-0182-IP,02_integer_signed_inplace.sql.gz,187,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,415,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S0, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0183-IP,02_integer_signed_inplace.sql.gz,188,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,1349,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S1, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0184-IP,02_integer_signed_inplace.sql.gz,189,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2107,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=UNIFORM, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0185-IP,02_integer_signed_inplace.sql.gz,190,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2253,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=MONOTONIC, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0186-IP,02_integer_signed_inplace.sql.gz,191,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2054,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=ZERO, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0187-IP,02_integer_signed_inplace.sql.gz,192,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2200,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=SINGLE, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0188-IP,02_integer_signed_inplace.sql.gz,193,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,1427,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=ALL, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0189-IP,02_integer_signed_inplace.sql.gz,194,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2277,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=SECONDARY_INDEX, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0190-IP,02_integer_signed_inplace.sql.gz,195,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,10,2044,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=UNIQUE_INDEX, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0191-IP,02_integer_signed_inplace.sql.gz,196,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2266,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=FOREIGN_KEY, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0192-IP,02_integer_signed_inplace.sql.gz,197,SMALLINT -> INT,inplace,FAIL,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,13,1964,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=CHECK, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0193-IP,02_integer_signed_inplace.sql.gz,198,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,0,2052,NEG_REJECTED=PASS: t1_added=1 t2_added=1 expect=t1_added = t2_added (非 STRICT: 截断行为必须与对照表一致) sql_mode= | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=NON_STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0194-IP,02_integer_signed_inplace.sql.gz,199,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,419,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S0, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NOT_NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0195-IP,02_integer_signed_inplace.sql.gz,200,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,1441,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=UNIQUE_INDEX, non_target_index=ONE_SECONDARY, null_ratio=ALL, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0196-IP,02_integer_signed_inplace.sql.gz,201,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,438,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=UNIFORM, data_scale=S0, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0197-IP,02_integer_signed_inplace.sql.gz,202,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,419,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S0, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NOT_NULL_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0198-IP,02_integer_signed_inplace.sql.gz,203,SMALLINT -> INT,inplace,SUCCESS,PASS,PASS,4,NEG_REJECTED=PASS;PRIMARY=PASS;NEG_ERRNO#1=PASS;NEG_ERRNO#2=PASS,2,2015,NEG_REJECTED=PASS: t1_added=0 t2_added=0 expect=0 (STRICT: 超限值必须被拒绝) sql_mode=STRICT_TRANS_TABLES | PRIMARY=PASS | NEG_ERRNO#1=PASS | NEG_ERRNO#2=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=COMPOSITE_PK, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=FIRST",,
TC-02-ATR-0006-IP,02_integer_signed_inplace.sql.gz,204,SMALLINT -> INT,inplace,,PASS,PASS,1,PRIMARY=PASS,0,479,PRIMARY=PASS,,,
TC-02-REG-0199-IP,02_integer_signed_inplace.sql.gz,205,SMALLINT -> BIGINT,inplace,SUCCESS,PASS,PASS,1,PRIMARY=PASS,0,2008,PRIMARY=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0200-IP,02_integer_signed_inplace.sql.gz,206,SMALLINT -> BIGINT,inplace,SUCCESS,PASS,PASS,1,PRIMARY=PASS,0,1865,PRIMARY=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=COMPACT, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0201-IP,02_integer_signed_inplace.sql.gz,207,SMALLINT -> BIGINT,inplace,SUCCESS,PASS,PASS,1,PRIMARY=PASS,0,1971,PRIMARY=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=REDUNDANT, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0202-IP,02_integer_signed_inplace.sql.gz,208,SMALLINT -> BIGINT,inplace,SUCCESS,PASS,PASS,1,PRIMARY=PASS,0,1824,PRIMARY=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=COMPOSITE_PK, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0203-IP,02_integer_signed_inplace.sql.gz,209,SMALLINT -> BIGINT,inplace,SUCCESS,PASS,PASS,1,PRIMARY=PASS,0,1848,PRIMARY=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=NO_EXPLICIT_PK, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0204-IP,02_integer_signed_inplace.sql.gz,210,SMALLINT -> BIGINT,inplace,SUCCESS,PASS,PASS,1,PRIMARY=PASS,0,1902,PRIMARY=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=NONE, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0205-IP,02_integer_signed_inplace.sql.gz,211,SMALLINT -> BIGINT,inplace,SUCCESS,PASS,PASS,1,PRIMARY=PASS,0,2106,PRIMARY=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=MULTIPLE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0206-IP,02_integer_signed_inplace.sql.gz,212,SMALLINT -> BIGINT,inplace,SUCCESS,PASS,PASS,1,PRIMARY=PASS,42,1960,PRIMARY=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=UNIQUE, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0207-IP,02_integer_signed_inplace.sql.gz,213,SMALLINT -> BIGINT,inplace,SUCCESS,PASS,PASS,1,PRIMARY=PASS,0,1801,PRIMARY=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=COMPOSITE_PREFIX, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=MIDDLE",,
TC-02-REG-0208-IP,02_integer_signed_inplace.sql.gz,214,SMALLINT -> BIGINT,inplace,SUCCESS,PASS,PASS,1,PRIMARY=PASS,0,2004,PRIMARY=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=FIRST",,
TC-02-REG-0209-IP,02_integer_signed_inplace.sql.gz,215,SMALLINT -> BIGINT,inplace,SUCCESS,PASS,PASS,1,PRIMARY=PASS,0,1929,PRIMARY=PASS,"data_distribution=TYPE_BOUNDARIES, data_scale=S100, dependencies=NONE, non_target_index=ONE_SECONDARY, null_ratio=TEN_PERCENT, primary_key=CLUSTERED, row_format=DYNAMIC, sql_mode=STRICT, target_attributes=NULL_NO_DEFAULT, target_position=LAST",,
